<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: part-06.csv>
139,316128 (2009 RB57),316128,4.590189417,5.869826751,5.230008084,0.122336076,4.048980008,110.3073182,330.4003731,2459920.15,3.60551,4368.69743,11.9608417,2.98,Asteroid,TJN,N,N
140,316693 (1996 JU4),316693,5.013592967,5.431692991,5.222642979,0.040027628,13.07721547,91.90195741,30.42390051,2462054.518,4.03502,4359.472419,11.935585,2.946,Asteroid,TJN,N,N
141, 23624 (1996 UX3),23624,4.378506015,6.084535596,5.231520806,0.163052929,19.92390846,211.1358379,235.5963789,2459921.53,3.43931,4370.592963,11.96603138,2.855,Asteroid,TJN,N,N
142,274506 (2008 SV144),274506,4.907581272,5.462875687,5.18522848,0.0535458,1.170298955,298.8214496,138.8291236,2459505.903,3.92186,4312.710175,11.80755695,2.997,Asteroid,TJN,N,N
143, 60322 (1999 XB257),60322,5.025441187,5.256455314,5.14094825,0.022468046,10.31707875,128.9259948,299.5016419,2460125.302,4.05305,4257.584491,11.65663105,2.967,Asteroid,TJN,N,N
144,484249 (2007 FY40),484249,4.56175667,5.804231245,5.182993958,0.119860701,14.27108262,192.2370147,333.8040766,2458186.833,3.57338,4309.922697,11.79992525,2.924,Asteroid,TJN,N,N
145,349920 (2009 SC211),349920,4.913174065,5.510327086,5.211750575,0.057289102,8.02936791,20.92519097,152.4558328,2461237.972,3.91879,4345.841286,11.89826498,2.977,Asteroid,TJN,N,N
146,335184 (2005 BM49),335184,4.942071578,5.600815274,5.271443426,0.062482288,9.851954668,305.809892,40.57659458,2460510.295,3.94062,4420.717388,12.10326458,2.967,Asteroid,TJN,N,N
147,386649 (2009 SK319),386649,5.167428629,5.397753051,5.28259084,0.021800328,4.054678339,228.305208,132.6387349,2459280.492,4.16496,4434.747401,12.14167666,2.995,Asteroid,TJN,N,N
148,153141 (2000 SP203),153141,4.905397969,5.659103688,5.282250829,0.071343234,17.21374531,5.199925762,309.4412186,2460106.823,3.9217,4434.319247,12.14050444,2.905,Asteroid,TJN,N,N
149,316134 (2009 SV43),316134,4.882136586,5.369904066,5.126020326,0.047577599,5.53233831,255.2767418,159.6649761,2459580.697,3.89338,4239.053647,11.60589636,2.989,Asteroid,TJN,N,N
150,582777 (2016 AT311),582777,4.702744289,5.609688233,5.156216261,0.087946655,28.31261627,152.5129868,179.2330126,2460029.364,3.69178,4276.565353,11.70859782,2.755,Asteroid,TJN,N,N
151,599779 (2010 VW156),599779,4.687704301,5.561754721,5.124729511,0.085277713,17.88589622,249.4243936,146.8681901,2459556.564,3.71023,4237.452555,11.60151281,2.897,Asteroid,TJN,N,N
152, 29314 Eurydamas (1994 CR18),29314,4.90167693,5.702011496,5.301844213,0.075476998,15.2252233,143.3496129,135.7229212,2459447.276,3.90352,4459.014356,12.20811596,2.924,Asteroid,TJN,N,N
153,377471 (2004 YG16),377471,4.763259972,5.494890503,5.129075238,0.071321875,12.34805817,107.9563573,193.7010871,2459684.718,3.74838,4242.843682,11.61627291,2.949,Asteroid,TJN,N,N
154,526900 (2007 HM2),526900,5.249450393,5.427900461,5.338675427,0.016712953,27.67747138,35.22756875,287.0082208,2460026.213,4.30087,4505.559237,12.3355489,2.768,Asteroid,TJN,N,N
155,248670 (2006 JV25),248670,4.583001202,5.809173473,5.196087337,0.11798996,24.17937847,127.4658077,121.1292165,2459277.56,3.63615,4326.264722,11.84466727,2.812,Asteroid,TJN,N,N
156,182506 (2001 SL251),182506,4.583386072,5.78299253,5.183189301,0.11572088,9.025132078,36.02124299,273.8642629,2460024.826,3.58438,4310.166356,11.80059235,2.962,Asteroid,TJN,N,N
157,489083 (2006 AZ93),489083,5.151569888,5.352668482,5.252119185,0.019144519,30.85433868,350.2063389,154.5599147,2462198.392,4.16505,4396.43125,12.03677276,2.715,Asteroid,TJN,N,N
158,586657 (2004 JB57),586657,4.787720931,5.613736629,5.20072878,0.079413457,6.916356457,148.7010045,249.3037168,2459409.659,3.80183,4332.062718,11.86054132,2.979,Asteroid,TJN,N,N
159, 23126 (2000 AK95),23126,5.10337532,5.402514095,5.252944707,0.028473436,1.22598368,3.396549039,14.2004086,2458777.788,4.10375,4397.46783,12.03961076,2.999,Asteroid,TJN,N,N
160,321300 (2009 FO61),321300,4.80492019,5.453370965,5.129145578,0.063212358,7.877361912,196.3936064,111.2013418,2460292.691,3.80015,4242.930961,11.61651187,2.977,Asteroid,TJN,N,N
161,516419 (2002 VU149),516419,4.662033081,5.78296463,5.222498855,0.107317549,19.34361362,50.72107064,3.173790237,2461237.418,3.67236,4359.291966,11.93509094,2.876,Asteroid,TJN,N,N
162, 24519 (2001 CH),24519,4.757935569,5.680990774,5.219463171,0.088424343,13.49944568,355.7009316,137.5224982,2460645.537,3.78402,4355.491627,11.92468618,2.937,Asteroid,TJN,N,N
163,573612 (2009 HP124),573612,4.570745744,5.640369592,5.105557668,0.104750932,8.318075088,91.5973075,211.4908871,2459903.387,3.55822,4213.696057,11.53647107,2.969,Asteroid,TJN,N,N
164,312796 (2010 WQ21),312796,5.085481751,5.376482026,5.230981889,0.027815072,2.637561542,62.65272072,322.5966678,2459397.466,4.08864,4369.917635,11.96418244,2.997,Asteroid,TJN,N,N
165,546274 (2010 UO83),546274,4.797392862,5.510678687,5.154035775,0.069196825,20.53865102,46.22613496,58.86399332,2460317.291,3.86014,4273.852896,11.70117152,2.869,Asteroid,TJN,N,N
166,606827 (2019 GE17),606827,5.089295788,5.41249642,5.250896104,0.03077576,21.29818488,298.5681647,332.2225273,2459606.766,4.08152,4394.895618,12.03256843,2.862,Asteroid,TJN,N,N
167,344629 (2003 JL18),344629,4.81740854,5.67044373,5.243926135,0.081335546,8.110097289,51.95729728,35.85764751,2459901.611,3.83642,4386.147935,12.00861858,2.973,Asteroid,TJN,N,N
168,350794 (2002 CM159),350794,4.320815485,6.157624043,5.239219764,0.175294094,12.16283845,154.5762395,15.56760933,2461103.277,3.32808,4380.244474,11.99245578,2.925,Asteroid,TJN,N,N
169,163702 (2003 FR72),163702,5.15325301,5.406295719,5.279774365,0.023963402,19.83382086,56.73490194,87.50870278,2461022.536,4.22732,4431.201217,12.13196774,2.88,Asteroid,TJN,N,N
170,193570 (2001 AR36),193570,4.750591324,5.669556765,5.210074044,0.088191207,24.78944382,323.5538447,153.1644348,2460670.243,3.77938,4343.74448,11.89252424,2.809,Asteroid,TJN,N,N
171,546781 (2010 XR91),546781,5.010891656,5.494215907,5.252553782,0.046008501,12.32788263,75.08143742,337.7456089,2459624.681,4.02512,4396.976948,12.0382668,2.952,Asteroid,TJN,N,N
172, 82055 (2000 TY40),82055,4.884818239,5.452490011,5.168654125,0.054914854,36.53082302,156.6157103,330.6056262,2461865.54,3.91619,4292.048625,11.75098871,2.606,Asteroid,TJN,N,N
173,249755 (2000 SJ350),249755,4.78550282,5.580312812,5.182907816,0.076676069,22.58211362,38.72814742,319.5062983,2460277.965,3.81398,4309.81525,11.79963108,2.842,Asteroid,TJN,N,N
174,285180 (1996 TH16),285180,5.07053929,5.401054772,5.235797031,0.031563053,21.73514225,343.3854829,353.6534049,2458815.518,4.0619,4375.952817,11.98070586,2.856,Asteroid,TJN,N,N
175,622144 (2012 QC64),622144,4.783112531,5.722662416,5.252887474,0.089431754,9.920469711,286.5903018,309.021129,2459270.971,3.7812,4397.395961,12.03941399,2.962,Asteroid,TJN,N,N
176,124696 (2001 SC137),124696,4.80996304,5.480499829,5.145231435,0.065160994,3.131460775,214.8601401,145.5964558,2460659.269,3.80668,4262.906412,11.67120168,2.993,Asteroid,TJN,N,N
177,483027 (2015 AY47),483027,5.067800256,5.228546758,5.148173507,0.015611993,17.98381104,150.1351183,198.4452993,2460348.795,4.06008,4266.563266,11.6812136,2.903,Asteroid,TJN,N,N
178,228110 Eudorus (2008 TC9),228110,5.144992404,5.519055414,5.332023909,0.035077019,1.468010301,73.67352857,324.6199742,2459230.064,4.15142,4497.141567,12.31250258,2.999,Asteroid,TJN,N,N
179,101466 (1998 WJ15),101466,4.801841428,5.617897422,5.209869425,0.078318277,11.9430284,81.94526119,325.8993976,2459826.58,3.81933,4343.488589,11.89182365,2.951,Asteroid,TJN,N,N
180,589882 (2010 VE107),589882,4.990651261,5.479811762,5.235231512,0.046718135,6.855326282,287.8863008,150.0553129,2460226.866,4.00713,4375.243865,11.97876486,2.984,Asteroid,TJN,N,N
181, 38610 (2000 AU45),38610,5.159453788,5.298069034,5.228761411,0.013255075,14.07619007,270.6640358,300.3630773,2461678.185,4.16392,4367.135478,11.95656531,2.94,Asteroid,TJN,N,N
182,572474 (2008 KJ34),572474,5.1961409,5.286283094,5.241211997,0.008599365,25.65964336,200.4260548,39.25838489,2459002.061,4.19941,4382.743119,11.9992967,2.802,Asteroid,TJN,N,N
183,591123 (2013 CZ177),591123,4.715827643,5.804408686,5.260118165,0.103474961,25.10370593,154.63412,307.3931086,2460296.143,3.7878,4406.478723,12.06428124,2.8,Asteroid,TJN,N,N
184,616788 (2000 RB108),616788,4.762192703,5.629057643,5.195625173,0.083422583,6.283135953,105.6107935,268.8420679,2460668.406,3.76981,4325.687538,11.84308703,2.981,Asteroid,TJN,N,N
185, 90380 (2003 WX68),90380,4.645167593,5.661313516,5.153240554,0.098592906,9.936779084,71.8500066,65.68096488,2462227.725,3.67312,4272.86381,11.69846355,2.961,Asteroid,TJN,N,N
186,  4754 Panthoos (5010 T-3),4754,5.21766205,5.335516296,5.276589173,0.011167654,12.30920527,154.9481225,178.9803466,2460047.832,4.20663,4427.191927,12.1209909,2.954,Asteroid,TJN,N,N
187,618988 (2005 BC35),618988,5.105956673,5.237295908,5.17162629,0.012698059,1.963150582,121.8369381,316.7962315,2461422.476,4.12036,4295.751285,11.76112604,2.999,Asteroid,TJN,N,N
188, 63205 (2000 YG139),63205,4.839993107,5.342675476,5.091334292,0.049366467,4.274301956,136.9938617,349.9960818,2460529.615,3.85383,4196.100167,11.48829614,2.992,Asteroid,TJN,N,N
189,353742 (2011 YE28),353742,4.689717056,5.741273104,5.21549508,0.10081076,21.76533049,291.1580141,188.2183736,2460587.444,3.70588,4350.525684,11.91109017,2.848,Asteroid,TJN,N,N
190,219835 (2002 CH82),219835,4.621571003,5.619918209,5.120744606,0.097480668,6.50918055,337.5607646,122.7263217,2460301.129,3.64274,4232.511056,11.58798373,2.978,Asteroid,TJN,N,N
191,592946 (2015 FM69),592946,5.068894392,5.283280554,5.176087473,0.020709287,24.87270117,83.55272471,223.9575556,2458344.675,4.07221,4301.310928,11.77634751,2.815,Asteroid,TJN,N,N
192,617778 (2005 XW106),617778,4.877158732,5.596689085,5.236923909,0.068697805,14.16148177,329.901715,187.8489503,2458129.26,3.88612,4377.365619,11.9845739,2.934,Asteroid,TJN,N,N
193,554228 (2012 SN6),554228,4.707484472,5.557010036,5.132247254,0.082763507,26.37707946,242.9205048,89.85397356,2460195.214,3.82752,4246.780195,11.6270505,2.787,Asteroid,TJN,N,N
194,599223 (2009 UQ64),599223,5.010011519,5.557439553,5.283725536,0.051803224,10.15476098,65.52338361,323.7064308,2459607.075,4.0214,4436.176347,12.1455889,2.966,Asteroid,TJN,N,N
195,490834 (2010 VY224),490834,4.894396623,5.500849241,5.197622932,0.05833942,2.380566763,52.59835484,171.3900502,2461839.381,3.88444,4328.182669,11.84991833,2.995,Asteroid,TJN,N,N
196,558121 (2014 WC574),558121,5.035947981,5.558942264,5.297445122,0.049362879,27.69783192,140.1681867,181.9220202,2460026.632,4.02274,4453.465851,12.19292499,2.767,Asteroid,TJN,N,N
197,225276 Leitos (1436 T-2),225276,4.384416588,6.018116412,5.2012665,0.157048271,6.1093166,341.5710849,72.01026815,2459686.094,3.40112,4332.734594,11.86238082,2.964,Asteroid,TJN,N,N
198,545581 (2011 QM99),545581,5.17549269,5.335434686,5.255463688,0.015216735,25.81126038,131.5609802,265.3538226,2461041.5,4.22307,4400.63133,12.04827195,2.799,Asteroid,TJN,N,N
199, 39287 (2001 CD14),39287,4.891430811,5.328548693,5.109989752,0.042770916,5.221338193,47.90300649,8.414533014,2459445.297,3.90207,4219.184049,11.55149637,2.99,Asteroid,TJN,N,N
200,589962 (2010 XP34),589962,4.747538192,5.513225627,5.130381909,0.07462285,8.692456688,84.40777064,309.9809376,2459361.71,3.76195,4244.465131,11.6207122,2.972,Asteroid,TJN,N,N
201,286200 (2001 UC69),286200,4.950562887,5.404520434,5.17754166,0.043839101,10.49188701,210.2386144,24.39541307,2459062.88,3.94218,4303.123692,11.78131059,2.965,Asteroid,TJN,N,N
202,216291 (2007 EO149),216291,4.896156388,5.533794162,5.214975275,0.061135263,9.754454508,149.8945634,141.0653554,2459823.813,3.88624,4349.875304,11.90930952,2.967,Asteroid,TJN,N,N
203,350061 (2010 VX141),350061,5.066506417,5.391594631,5.229050524,0.031084822,6.935489726,105.9632725,337.5901453,2460303.819,4.08262,4367.49769,11.95755699,2.984,Asteroid,TJN,N,N
204,591713 (2014 DM49),591713,4.831938989,5.725573081,5.278756035,0.084644383,7.545494872,29.12448987,66.66758558,2460309.683,3.8563,4429.919285,12.128458,2.976,Asteroid,TJN,N,N
205,436085 (2009 SB180),436085,5.084328114,5.369769591,5.227048852,0.027304267,6.190819806,211.0397726,184.9065453,2459566.478,4.08978,4364.990125,11.95069165,2.988,Asteroid,TJN,N,N
206,591160 (2013 CX238),591160,5.088068935,5.425516417,5.256792676,0.032096328,4.638153859,330.0427434,109.5865507,2459757.751,4.10605,4402.300667,12.05284235,2.992,Asteroid,TJN,N,N
207, 13387 Irus (1998 YW6),13387,4.702246151,5.705248041,5.203747096,0.096373043,7.246511212,355.9072393,21.22679705,2459350.717,3.70409,4335.834524,11.87086797,2.975,Asteroid,TJN,N,N
208,319378 (2006 DS138),319378,5.192625312,5.414992984,5.303809148,0.020963016,7.240020429,129.7816376,152.6990413,2459604.692,4.17742,4461.493442,12.21490333,2.984,Asteroid,TJN,N,N
209,429970 (2013 AQ54),429970,4.962129844,5.580191291,5.271160567,0.058626695,21.84864883,308.2930668,157.6757928,2460543.563,3.98502,4420.361578,12.10229043,2.852,Asteroid,TJN,N,N
210, 20961 Arkesilaos (1973 SS1),20961,5.045105221,5.24382568,5.144465451,0.019314005,9.203193986,27.877759,49.59152907,2459952.455,4.06546,4261.954503,11.66859549,2.974,Asteroid,TJN,N,N
211,376532 (2012 SA24),376532,5.135130917,5.379407314,5.257269116,0.023232252,3.425481906,206.5994077,355.8890837,2458541.055,4.13012,4402.899172,12.05448096,2.996,Asteroid,TJN,N,N
212,284887 (2009 KE9),284887,5.094614027,5.211672073,5.15314305,0.011357927,23.05039001,62.68072666,222.4356984,2459802.878,4.09139,4272.742541,11.69813153,2.841,Asteroid,TJN,N,N
213,565197 (2017 BM159),565197,4.761787621,5.802438953,5.282113287,0.098507101,9.858228679,102.3666332,239.3283367,2460484.867,3.76589,4434.146053,12.14003026,2.961,Asteroid,TJN,N,N
214,195041 (2002 CV58),195041,4.990476454,5.355728113,5.173102283,0.035302961,9.010421219,127.7910674,142.9161018,2458148.578,3.97849,4297.590441,11.76616137,2.974,Asteroid,TJN,N,N
215,599184 (2009 SY410),599184,5.030288164,5.342929165,5.186608665,0.030139251,14.46603614,24.56891459,69.01113227,2460217.337,4.07468,4314.432202,11.8122716,2.936,Asteroid,TJN,N,N
216,243313 (2008 RH3),243313,4.801426305,5.497615917,5.149521111,0.06759751,2.313311324,248.0636036,156.7838855,2459431.265,3.80979,4268.238621,11.68580047,2.994,Asteroid,TJN,N,N
217,216877 (2008 FS54),216877,4.729280007,5.786649536,5.257964772,0.100549317,2.249260404,99.27079825,205.0578772,2460023.832,3.71367,4403.773106,12.05687366,2.988,Asteroid,TJN,N,N
218,398753 (2013 AG39),398753,4.852748697,5.442447752,5.147598225,0.057279048,8.615077607,126.1060339,42.69357751,2461014.533,3.86475,4265.848136,11.67925568,2.974,Asteroid,TJN,N,N
219,545527 (2011 OB68),545527,5.006266884,5.301942423,5.154104654,0.028683502,16.84400406,138.6157944,236.2476118,2460548.133,4.02687,4273.938571,11.70140608,2.914,Asteroid,TJN,N,N
220, 25910 (2001 BM50),25910,5.066567563,5.323952443,5.195260003,0.024771126,19.6061145,60.84775297,312.7488437,2459000.243,4.09464,4325.231505,11.84183848,2.884,Asteroid,TJN,N,N
221,608094 (2003 GQ57),608094,4.769574976,5.625951292,5.197763134,0.082379313,27.20054569,6.606132839,234.4269916,2462013.746,3.82645,4328.357795,11.85039779,2.773,Asteroid,TJN,N,N
222,219057 (1996 RA30),219057,4.792112416,5.606640992,5.199376704,0.078329444,12.32610145,12.53471225,8.669668153,2459437.114,3.7943,4330.373465,11.8559164,2.948,Asteroid,TJN,N,N
223, 12054 (1997 TT9),12054,4.821431607,5.500509758,5.160970683,0.06578977,10.07885862,44.52282535,40.29262067,2459812.822,3.84334,4282.481691,11.72479587,2.965,Asteroid,TJN,N,N
224,602263 (2014 FJ4),602263,4.552124389,5.855860009,5.203992199,0.125263026,8.950340303,88.16723348,344.3585117,2460019.678,3.56688,4336.140863,11.87170668,2.96,Asteroid,TJN,N,N
225,585852 (2019 LA3),585852,4.898523019,5.390843779,5.144683399,0.047847527,27.06978701,102.1006552,261.3426924,2460616.354,3.99657,4262.225346,11.66933702,2.78,Asteroid,TJN,N,N
226,356262 (2009 VL15),356262,4.90747023,5.560207036,5.233838633,0.062357368,3.459047588,289.6613296,123.9768988,2459558.729,3.91926,4373.497874,11.9739846,2.992,Asteroid,TJN,N,N
227,591082 (2013 CK96),591082,4.695551607,5.659609227,5.177580417,0.093099242,13.60387515,151.9296797,225.9152884,2459179.279,3.71163,4303.172009,11.78144287,2.936,Asteroid,TJN,N,N
228,231493 (2008 QT19),231493,4.788970066,5.483139536,5.136054801,0.067578083,17.64031517,195.6935869,199.7233918,2459580.874,3.79817,4251.507018,11.63999183,2.902,Asteroid,TJN,N,N
229,436061 (2009 RR64),436061,4.641882947,5.638589722,5.140236334,0.096951454,7.969779062,33.49555271,52.94292889,2459966.18,3.66426,4256.700139,11.65420983,2.972,Asteroid,TJN,N,N
230,403144 (2008 ED162),403144,4.712130282,5.549430848,5.130780565,0.081595827,7.144562822,101.9956199,232.6696828,2460381.95,3.70735,4244.959864,11.6220667,2.978,Asteroid,TJN,N,N
231,589287 (2009 SA278),589287,4.852521484,5.442384138,5.147452811,0.057296558,12.54403155,33.20509519,102.9744312,2460745.565,3.89178,4265.667379,11.67876079,2.949,Asteroid,TJN,N,N
232, 98116 (2000 RA103),98116,4.528517192,5.882537999,5.205527596,0.130056059,14.54229357,323.881449,321.920316,2459619.412,3.52594,4338.06002,11.87696104,2.919,Asteroid,TJN,N,N
233,252683 (2002 AE166),252683,4.940041376,5.317007985,5.12852468,0.036751954,6.026781406,286.2389717,203.8542138,2460588.329,3.95463,4242.160557,11.61440262,2.988,Asteroid,TJN,N,N
234,360143 (2013 CS48),360143,5.083727739,5.41110271,5.247415225,0.031193927,7.259991584,76.53995541,71.72961127,2460778.162,4.10282,4390.526203,12.02060562,2.983,Asteroid,TJN,N,N
235,576379 (2012 QM10),576379,4.851763466,5.426938435,5.13935095,0.055957938,15.83366687,261.0476885,79.08886415,2460597.066,3.88614,4255.600388,11.65119887,2.922,Asteroid,TJN,N,N
236,514310 (2015 YA2),514310,4.620183366,5.766222924,5.193203145,0.110340336,9.653712365,224.1578146,305.9625211,2458234.507,3.63575,4322.663152,11.83480671,2.96,Asteroid,TJN,N,N
237,436756 (2011 YA59),436756,4.727394178,5.698597801,5.212995989,0.093152155,18.11862728,118.8787341,300.259873,2459624.621,3.78191,4347.399119,11.9025301,2.892,Asteroid,TJN,N,N
238,558011 (2014 WC472),558011,4.704193489,5.711954759,5.208074124,0.096749897,10.07337714,122.7003306,271.9392653,2461020.088,3.72926,4341.243658,11.88567737,2.96,Asteroid,TJN,N,N
239,591007 (2013 AT201),591007,4.530629422,5.86555247,5.198090946,0.128405126,18.65228564,93.56404857,310.2844912,2459606.591,3.57457,4328.767271,11.85151888,2.879,Asteroid,TJN,N,N
240,416502 (2003 YT7),416502,5.030728284,5.352840049,5.191784166,0.031021298,33.16219215,103.8035398,237.6099561,2460189.333,4.06728,4320.891601,11.82995647,2.674,Asteroid,TJN,N,N
241,224793 (2006 SG371),224793,4.980787372,5.365620938,5.173204155,0.037194894,17.73460433,207.5349874,205.9199426,2459348.297,3.99551,4297.717388,11.76650893,2.904,Asteroid,TJN,N,N
242,589257 (2009 ST27),589257,4.660135008,5.59313752,5.126636264,0.090995583,28.37557469,191.6383065,217.0998909,2459669.621,3.69866,4239.817711,11.60798826,2.754,Asteroid,TJN,N,N
243,589299 (2009 SK372),589299,4.848936169,5.640568656,5.244752413,0.075469005,3.302605711,221.8917654,354.8089539,2461733.532,3.84083,4387.184654,12.01145696,2.991,Asteroid,TJN,N,N
244, 54680 (2001 AS9),54680,4.995706518,5.367884844,5.181795681,0.0359121,11.85931754,268.5645698,264.2200743,2461126.583,4.02589,4308.428142,11.79583338,2.956,Asteroid,TJN,N,N
245, 57714 (2001 UY124),57714,5.100535291,5.362597727,5.231566509,0.025046268,16.59203806,126.425061,314.9578305,2461424.625,4.13247,4370.650236,11.96618819,2.916,Asteroid,TJN,N,N
246,382151 (2011 QJ95),382151,4.546121152,5.891162821,5.218641986,0.128868935,26.92598062,301.647445,13.28676035,2459885.964,3.53575,4354.463784,11.9218721,2.768,Asteroid,TJN,N,N
247,576495 (2012 TJ),576495,4.839907787,5.50303375,5.171470769,0.064113865,5.982026275,66.75357451,226.8404919,2459695.479,3.82674,4295.557513,11.76059552,2.985,Asteroid,TJN,N,N
248,591780 (2014 EV54),591780,4.803532465,5.501200066,5.152366266,0.067703611,27.24780927,178.7809412,198.0026837,2459326.876,3.80872,4271.776468,11.69548657,2.775,Asteroid,TJN,N,N
249,617066 (2002 VY153),617066,4.860572394,5.428411211,5.144491802,0.05518901,12.44854708,69.29297375,260.8285643,2459979.017,3.8772,4261.98725,11.66868515,2.95,Asteroid,TJN,N,N
250,225993 (2002 CF309),225993,5.098833185,5.310270084,5.204551635,0.020312691,10.07460748,138.5988884,253.2064659,2459363.84,4.11675,4336.840093,11.87362106,2.969,Asteroid,TJN,N,N
251, 48269 (2002 AX166),48269,4.938552395,5.396521111,5.167536753,0.044312091,15.74586645,162.5680676,40.98758517,2461413.718,3.95264,4290.656903,11.74717838,2.923,Asteroid,TJN,N,N
252,202783 (2007 YK2),202783,5.052334972,5.40397275,5.228153861,0.033629249,21.14310945,282.8422538,61.70898912,2458602.494,4.0828,4366.374349,11.95448145,2.864,Asteroid,TJN,N,N
253,494961 (2009 SV235),494961,5.010850897,5.581591441,5.296221169,0.053881865,8.249671981,180.5737394,229.2313134,2459886.714,4.02638,4451.922507,12.18869954,2.976,Asteroid,TJN,N,N
254,312631 (2009 UR145),312631,4.519571237,6.038797709,5.279184473,0.143888368,22.54169796,106.40271,319.6995388,2459867.298,3.56581,4430.458612,12.1299346,2.827,Asteroid,TJN,N,N
255,603631 (2015 FM162),603631,4.952539968,5.387378876,5.169959422,0.042054383,8.578696439,123.5492447,323.2815787,2460055.989,3.97229,4293.674605,11.7554404,2.976,Asteroid,TJN,N,N
256,422575 (2014 TC54),422575,4.730861464,5.800704478,5.265782971,0.10158442,10.24425047,212.6173223,246.1070009,2461773.7,3.76258,4413.598877,12.08377516,2.958,Asteroid,TJN,N,N
257,241099 (2007 GH2),241099,4.651854962,5.883469686,5.267662324,0.116903348,15.87183744,43.18273776,281.9004426,2460050.028,3.68636,4415.961902,12.09024477,2.91,Asteroid,TJN,N,N
258,195232 (2002 EB8),195232,4.943971094,5.660459502,5.302215298,0.067565005,12.58993922,180.1827697,277.7113241,2460465.823,3.98829,4459.482505,12.20939769,2.947,Asteroid,TJN,N,N
259,418979 (2009 HJ106),418979,4.545085161,5.839944047,5.192514604,0.124685146,15.22564011,68.81061103,249.1477776,2460129.645,3.56914,4321.8035,11.83245311,2.915,Asteroid,TJN,N,N
260,493531 (2015 FF112),493531,5.108063034,5.474092084,5.291077559,0.034589273,6.567541179,338.0504423,26.71267418,2459195.247,4.10592,4445.438623,12.17094763,2.986,Asteroid,TJN,N,N
261,344435 (2002 FD38),344435,5.174181597,5.43107628,5.302628939,0.024223332,18.58029337,11.61011325,256.9248282,2457994.247,4.21228,4460.00436,12.21082645,2.894,Asteroid,TJN,N,N
262, 47967 (2000 SL298),47967,4.621557855,5.832272002,5.226914929,0.115815368,6.447207441,254.6103022,6.276625043,2459251.756,3.60552,4364.82237,11.95023236,2.974,Asteroid,TJN,N,N
263,618295 (2007 HQ107),618295,4.862932809,5.605736622,5.234334715,0.07095494,16.79537346,196.6133649,155.2356105,2460221.62,3.86575,4374.119692,11.97568704,2.91,Asteroid,TJN,N,N
264,155415 (1996 JZ5),155415,4.504922369,5.988057308,5.246489838,0.14134545,3.873324689,109.9645904,239.6939361,2460309.227,3.5003,4389.364844,12.01742599,2.975,Asteroid,TJN,N,N
265,218804 (2006 BB252),218804,4.634587822,5.768204377,5.201396099,0.108972335,4.052861645,157.6271975,173.168403,2460267.336,3.6233,4332.896532,11.86282418,2.983,Asteroid,TJN,N,N
266, 65245 (2002 EH130),65245,5.133039233,5.348117701,5.240578467,0.020520489,15.633296,207.983031,173.6403682,2459360.649,4.13601,4381.948499,11.99712115,2.925,Asteroid,TJN,N,N
267,338345 (2002 WM24),338345,4.636662983,5.69058942,5.163626202,0.102052937,22.61255369,240.5381231,97.36754493,2460315.887,3.72318,4285.78737,11.73384632,2.837,Asteroid,TJN,N,N
268, 17172 (1999 NZ41),17172,4.915931572,5.53488819,5.225409881,0.059225652,29.15301151,135.2193969,215.0482216,2460279.464,3.93102,4362.937283,11.94507128,2.743,Asteroid,TJN,N,N
269,588700 (2008 RG172),588700,4.874669083,5.492384537,5.18352681,0.059584476,7.462838854,14.97738019,4.329416677,2459266.263,3.87598,4310.587354,11.80174498,2.98,Asteroid,TJN,N,N
270, 60399 (2000 AY253),60399,4.575792156,5.918585919,5.247189037,0.127953629,4.287688054,119.0636517,299.3947231,2459725.815,3.58977,4390.242329,12.01982841,2.978,Asteroid,TJN,N,N
271,576497 (2012 TX4),576497,4.769454249,5.532938038,5.151196144,0.074107427,6.639121618,45.18317756,255.9860977,2459713.459,3.76137,4270.321346,11.69150266,2.981,Asteroid,TJN,N,N
272,356422 (2010 VO24),356422,4.636754565,5.738938625,5.187846595,0.106227511,6.599949569,64.01190527,16.8530233,2460031.587,3.65191,4315.976935,11.81650085,2.976,Asteroid,TJN,N,N
273,336068 (2008 FB27),336068,4.647435569,5.895281462,5.271358515,0.11836094,29.27545849,216.4953163,119.9531929,2460269.36,3.73727,4420.610578,12.10297215,2.731,Asteroid,TJN,N,N
274,184276 (2005 AU19),184276,4.724113978,5.670077613,5.197095796,0.09100887,10.71807663,91.30887606,359.8248631,2461746.206,3.73942,4327.524247,11.84811567,2.957,Asteroid,TJN,N,N
275,572490 (2008 KH47),572490,5.136349489,5.440792035,5.288570762,0.028783064,29.71774205,211.3746143,54.00833968,2459309.433,4.16834,4442.279769,12.16229916,2.734,Asteroid,TJN,N,N
276, 12052 Aretaon (1997 JB16),12052,4.863391912,5.580323536,5.221857724,0.068647181,11.47467646,219.7871337,87.81154199,2460199.901,3.87342,4358.489249,11.93289322,2.955,Asteroid,TJN,N,N
277,315916 (2008 RO124),315916,4.613522272,5.887554713,5.250538493,0.121323979,6.595160617,175.1047403,222.4434946,2459523.116,3.62345,4394.446656,12.03133924,2.972,Asteroid,TJN,N,N
278,557082 (2014 SO349),557082,5.118047541,5.214133952,5.166090746,0.009299722,29.54986913,89.86713194,171.6618316,2459495.844,4.10171,4288.856078,11.74224799,2.741,Asteroid,TJN,N,N
